id,commun,nom,pascal_case,weight,genre,nombre,qte,categories,origine,cw
134,{ .acteur1 = Pers }|{ $info.not_sujet({ .id }); .acteur1 = $info.sujet }|{ $info.not_objet({ .id }); .acteur1 = $info.objet }|{ .acteur1 = Entreprise },{ .acteur1.comp(l’avocat) },AvocatDe{ .acteur1.pascal_case },10,M,S,1,,,
135,,"un agriculteur{ `.delieu ||= s( { `.lieu ||= Lieu(region,departement,etat)`.comp_explicite })` }",Agriculteur,2,M,S,1,,,
137,,Carlos Ghosn,CarlosGhosn,10,M,S,1,patronat,1,
138,,Patrick Sébastien,PatrickSébastien,10,M,S,1,tv,1,
139,,Julien Lepers,JulienLepers,5,M,S,1,tv,1,
140,,Yann Barthès,YannBarthès,10,M,S,1,tv media,1,
141,,Kirby,Kirby,10,M,S,1,fiction jeu_video,,
142,,Nicolas Dupont-Aignan,(Nicolas)?DupontAignan|NDA,10,M,S,1,politique droite ext_droite,1,
143,,quelqu’un,QuelquUn,10,M,S,1,,,
144,,personne,Personne,1,M,S,0,,,
145,{ .acteur1 = Pers }|{ $info.not_sujet({ .id }); .acteur1 = $info.sujet }|{ $info.not_objet({ .id }); .acteur1 = $info.objet },{ .acteur1.comp(un fan) },Fan2{ .acteur1.pascal_case },5,M,S,1,,,
